Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,1,3,156,3,12,3,2,1,494,3,1,90,4,1,9,2,3,2716,25422,1,Y,1,15,3,4,80,0,1,0,3,1,0,0,0
29,0,3,1283,2,23,3,2,1,495,4,2,54,3,1,7,4,3,2201,18168,9,Y,1,16,3,4,80,0,6,4,3,3,2,1,2
35,0,3,755,2,9,4,2,1,496,3,2,97,2,2,1,2,3,6540,19394,9,Y,1,19,3,3,80,0,10,5,3,1,1,0,0
27,0,3,1469,2,1,2,4,1,497,4,2,82,3,1,3,2,1,3816,17881,1,Y,1,11,3,2,80,1,5,2,3,5,2,0,4
28,0,3,304,3,9,4,2,1,498,2,2,92,3,2,8,4,3,5253,20750,1,Y,1,16,3,4,80,0,7,1,3,7,5,0,7
49,0,3,1261,2,7,3,5,1,499,2,2,31,2,3,1,3,3,10965,12066,8,Y,1,24,4,3,80,0,26,2,3,5,2,0,0
51,0,3,1178,3,14,2,2,1,500,3,1,87,3,2,8,4,2,4936,14862,4,Y,1,11,3,3,80,1,18,2,2,7,7,0,7
36,0,3,329,2,2,3,2,1,501,4,1,96,3,1,7,3,2,2543,11868,4,Y,1,13,3,2,80,1,6,3,3,2,2,2,2
34,1,1,1362,3,19,3,3,1,502,1,2,67,4,2,8,4,3,5304,4652,8,Y,2,13,3,2,80,0,9,3,2,5,2,0,4
55,0,3,1311,2,2,3,2,1,505,3,1,97,3,4,4,4,3,16659,23258,2,Y,2,13,3,3,80,0,30,2,3,5,4,1,2
24,0,3,1371,3,10,4,3,1,507,4,1,77,3,2,8,3,1,4260,5915,1,Y,2,12,3,4,80,1,5,2,4,5,2,0,3
30,0,3,202,3,2,1,6,1,508,3,2,72,3,1,9,2,2,2476,17434,1,Y,1,18,3,1,80,1,1,3,3,1,0,0,0
26,1,2,575,2,3,1,6,1,510,3,2,73,3,1,7,1,3,3102,6582,0,Y,1,22,4,3,80,0,7,2,3,6,4,0,4
22,0,3,253,2,11,3,4,1,511,1,1,43,3,1,7,2,2,2244,24440,1,Y,1,13,3,4,80,1,2,1,3,2,1,1,2
36,0,3,164,3,2,2,4,1,513,2,2,61,2,3,8,3,2,7596,3809,1,Y,1,13,3,2,80,2,10,2,3,10,9,9,0
30,1,2,464,2,4,3,6,1,514,3,2,40,3,1,7,4,3,2285,3427,9,Y,2,23,4,3,80,0,3,4,3,1,0,0,0
37,0,3,1107,2,14,3,2,1,515,4,1,95,3,1,3,1,1,3034,26914,1,Y,1,12,3,3,80,1,18,2,2,18,7,12,17
40,0,3,759,3,2,2,3,1,516,4,1,46,3,2,8,2,1,5715,22553,7,Y,1,12,3,3,80,2,8,5,3,5,4,1,3
42,0,3,201,2,1,4,2,1,517,2,1,95,3,1,3,1,1,2576,20490,3,Y,1,16,3,2,80,1,8,5,3,5,2,1,2
37,0,3,1305,2,10,4,2,1,518,3,2,49,3,2,5,2,3,4197,21123,2,Y,2,12,3,4,80,0,18,2,2,1,0,0,1
43,0,3,982,2,12,3,2,1,520,1,2,59,2,4,6,2,1,14336,4345,1,Y,1,11,3,3,80,1,25,3,3,25,10,3,9
40,0,3,555,2,2,3,4,1,521,2,1,78,2,2,3,3,2,3448,13436,6,Y,1,22,4,2,80,1,20,3,3,1,0,0,0
54,0,3,821,2,5,2,4,1,522,1,2,86,3,5,6,1,2,19406,8509,4,Y,1,11,3,3,80,1,24,4,2,4,2,1,2
34,0,1,1381,3,4,4,3,1,523,3,1,72,3,2,8,3,2,6538,12740,9,Y,1,15,3,1,80,1,6,3,3,3,2,1,2
31,0,3,480,2,7,2,4,1,524,2,1,31,3,2,5,1,2,4306,4156,1,Y,1,12,3,2,80,1,13,5,1,13,10,3,12
43,0,2,313,2,21,3,4,1,525,4,2,61,3,1,3,4,2,2258,15238,7,Y,1,20,4,1,80,1,8,1,3,3,2,1,2
43,0,3,1473,2,8,4,5,1,526,3,1,74,3,2,1,3,1,4522,2227,4,Y,2,14,3,4,80,0,8,3,3,5,2,0,2
25,0,3,891,3,4,2,2,1,527,2,1,99,2,2,8,4,3,4487,12090,1,Y,2,11,3,2,80,0,5,3,3,5,4,1,3
37,0,1,1063,2,25,5,4,1,529,2,1,72,3,2,7,3,2,4449,23866,3,Y,2,15,3,1,80,2,15,2,3,13,11,10,7
31,0,3,329,2,1,2,2,1,530,4,2,98,2,1,3,1,2,2218,16193,1,Y,1,12,3,3,80,1,4,3,3,4,2,3,2
39,0,2,1218,2,1,1,2,1,531,2,2,52,3,5,4,3,1,19197,8213,1,Y,2,14,3,3,80,1,21,3,3,21,8,1,6
56,0,2,906,3,6,3,2,1,532,3,1,86,4,4,8,1,2,13212,18256,9,Y,1,11,3,4,80,3,36,0,2,7,7,7,7
30,0,3,1082,3,12,3,6,1,533,2,1,83,3,2,8,3,3,6577,19558,0,Y,1,11,3,2,80,0,6,6,3,5,4,4,4
41,0,3,645,3,1,3,3,1,534,2,2,49,4,3,8,1,2,8392,19566,1,Y,1,16,3,3,80,1,10,2,3,10,7,0,7
28,0,3,1300,2,17,2,4,1,536,3,2,79,3,2,3,1,1,4558,13535,1,Y,1,12,3,4,80,1,10,2,3,10,0,1,8
25,1,3,688,2,3,3,4,1,538,1,2,91,3,1,3,1,2,4031,9396,5,Y,1,13,3,3,80,1,6,5,3,2,2,0,2
52,0,3,319,2,3,3,4,1,543,4,2,39,2,3,5,3,2,7969,19609,2,Y,2,14,3,3,80,0,28,4,3,5,4,0,4
45,0,3,192,2,10,2,2,1,544,1,2,69,3,1,7,4,2,2654,9655,3,Y,1,21,4,4,80,2,8,3,2,2,2,0,2
52,0,3,1490,2,4,2,2,1,546,4,1,30,3,4,4,4,2,16555,10310,2,Y,1,13,3,4,80,0,31,2,1,5,2,1,4
42,0,2,532,2,29,2,2,1,547,1,1,92,3,2,7,3,1,4556,12932,2,Y,1,11,3,2,80,1,19,3,3,5,4,0,2
30,0,3,317,2,2,3,2,1,548,3,1,43,1,2,5,4,3,6091,24793,2,Y,1,20,4,3,80,0,11,2,3,5,4,0,2
60,0,3,422,2,7,3,2,1,549,1,1,41,3,5,4,1,2,19566,3854,5,Y,1,11,3,4,80,0,33,5,1,29,8,11,10
46,0,3,1485,2,18,3,4,1,550,3,1,87,3,2,5,3,1,4810,26314,2,Y,1,14,3,3,80,1,19,5,2,10,7,0,8
42,0,2,1368,2,28,4,6,1,551,4,1,88,2,2,1,4,2,4523,4386,0,Y,1,11,3,4,80,3,7,4,4,6,5,0,4
24,1,3,1448,3,1,1,6,1,554,1,1,62,3,1,9,2,3,3202,21972,1,Y,2,16,3,2,80,0,6,4,3,5,3,1,4
34,1,2,296,3,6,2,3,1,555,4,1,33,1,1,9,3,1,2351,12253,0,Y,1,16,3,4,80,1,3,3,2,2,2,1,0
38,0,2,1490,2,2,2,2,1,556,4,2,42,3,1,3,4,2,1702,12106,1,Y,2,23,4,3,80,1,1,3,3,1,0,0,0
40,0,3,1398,3,2,4,2,1,558,3,1,79,3,5,4,3,2,18041,13022,0,Y,1,14,3,4,80,0,21,2,3,20,15,1,12
26,0,3,1349,2,23,3,2,1,560,1,1,90,3,1,7,4,1,2886,3032,1,Y,1,22,4,2,80,2,3,3,1,3,2,0,2
30,0,1,1400,2,3,3,2,1,562,3,2,53,3,1,3,4,2,2097,16734,4,Y,1,15,3,3,80,1,9,3,1,5,3,1,4
29,0,3,986,2,3,4,4,1,564,2,2,93,2,3,6,3,2,11935,21526,1,Y,1,18,3,3,80,0,10,2,3,10,2,0,7
29,1,3,408,2,25,5,6,1,565,3,1,71,2,1,7,2,2,2546,18300,5,Y,1,16,3,2,80,0,6,2,4,2,2,1,1
19,1,3,489,1,2,2,6,1,566,1,2,52,2,1,2,4,3,2564,18437,1,Y,1,12,3,3,80,0,1,3,4,1,0,0,0
30,0,1,1398,3,22,4,5,1,567,3,1,69,3,3,8,1,2,8412,2890,0,Y,1,11,3,3,80,0,10,3,3,9,8,7,8
57,0,3,210,3,29,3,3,1,568,1,2,56,2,4,4,4,1,14118,22102,3,Y,1,12,3,3,80,1,32,3,2,1,0,0,0
50,0,3,1099,2,29,4,2,1,569,2,2,88,2,4,4,3,2,17046,9314,0,Y,1,15,3,2,80,1,28,2,3,27,10,15,7
30,0,1,1116,2,2,3,4,1,571,3,1,49,3,1,3,4,3,2564,7181,0,Y,1,14,3,3,80,0,12,2,2,11,7,6,7
60,0,2,1499,3,28,3,3,1,573,3,1,80,2,3,8,1,2,10266,2845,4,Y,1,19,3,4,80,0,22,5,4,18,13,13,11
47,0,3,983,2,2,2,4,1,574,1,1,65,3,2,5,4,1,5070,7389,5,Y,1,13,3,3,80,3,20,2,3,5,0,0,4
46,0,3,1009,2,2,3,2,1,575,1,2,51,3,4,6,3,2,17861,2288,6,Y,1,13,3,3,80,0,26,2,1,3,2,0,1
35,0,3,144,2,22,3,2,1,577,4,2,46,1,1,3,3,3,4230,19225,0,Y,1,15,3,3,80,0,6,2,3,5,4,4,3
54,0,3,548,2,8,4,2,1,578,3,1,42,3,2,3,3,3,3780,23428,7,Y,1,11,3,3,80,0,19,3,3,1,0,0,0
34,0,3,1303,2,2,4,2,1,579,4,2,62,2,1,7,3,1,2768,8416,3,Y,1,12,3,3,80,1,14,3,3,7,3,5,7
46,0,3,1125,3,10,3,3,1,580,3,1,94,2,3,8,4,2,9071,11563,2,Y,2,19,3,3,80,1,15,3,3,3,2,1,2
31,0,3,1274,2,9,1,2,1,581,3,2,33,3,3,5,2,1,10648,14394,1,Y,1,25,4,4,80,1,13,6,4,13,8,0,8
33,1,3,1277,2,15,1,4,1,582,2,2,56,3,3,4,3,2,13610,24619,7,Y,2,12,3,4,80,0,15,2,4,7,6,7,7
33,1,3,587,2,10,1,4,1,584,1,2,38,1,1,3,4,1,3408,6705,7,Y,1,13,3,1,80,3,8,2,3,4,3,1,3
30,0,3,413,3,7,1,3,1,585,4,2,57,3,1,9,2,3,2983,18398,0,Y,1,14,3,1,80,0,4,3,3,3,2,1,2
35,0,3,1276,2,16,3,2,1,586,4,2,72,3,3,1,3,2,7632,14295,4,Y,2,12,3,3,80,0,10,2,3,8,7,0,0
31,1,2,534,2,20,3,2,1,587,1,2,66,3,3,1,3,2,9824,22908,3,Y,1,12,3,1,80,0,12,2,3,1,0,0,0
34,1,2,988,1,23,3,1,1,590,2,1,43,3,3,2,1,1,9950,11533,9,Y,2,15,3,3,80,3,11,2,3,3,2,0,2
42,0,2,1474,2,5,2,5,1,591,2,2,97,3,1,3,3,2,2093,9260,4,Y,1,17,3,4,80,1,8,4,3,2,2,2,0
36,0,1,635,3,10,4,4,1,592,2,2,32,3,3,8,4,3,9980,15318,1,Y,1,14,3,4,80,0,10,3,2,10,3,9,7
22,1,2,1368,2,4,1,6,1,593,3,2,99,2,1,3,3,3,3894,9129,5,Y,1,16,3,3,80,0,4,3,3,2,2,1,2
48,0,3,163,3,2,5,3,1,595,2,1,37,3,2,8,4,2,4051,19658,2,Y,1,14,3,1,80,1,14,2,3,9,7,6,7
55,0,3,1117,3,18,5,2,1,597,1,1,83,3,4,4,2,3,16835,9873,3,Y,1,23,4,4,80,0,37,2,3,10,9,7,7
41,0,1,267,3,10,2,2,1,599,4,2,56,3,2,8,4,3,6230,13430,7,Y,1,14,3,4,80,0,16,3,3,14,3,1,10
35,0,3,619,3,1,3,3,1,600,2,2,85,3,2,8,3,2,4717,18659,9,Y,1,11,3,3,80,0,15,2,3,11,9,6,9
40,0,3,302,2,6,3,2,1,601,2,1,75,3,4,5,3,3,13237,20364,7,Y,1,15,3,3,80,0,22,3,3,20,6,5,13
39,0,2,443,2,8,1,2,1,602,3,1,48,3,1,3,3,2,3755,17872,1,Y,1,11,3,1,80,1,8,3,3,8,3,0,7
31,0,3,828,3,2,1,2,1,604,2,2,77,3,2,8,4,3,6582,8346,4,Y,2,13,3,3,80,0,10,2,4,6,5,0,5
42,0,3,319,2,24,3,4,1,605,4,2,56,3,3,5,1,2,7406,6950,1,Y,2,21,4,4,80,1,10,5,2,10,9,5,8
45,0,3,561,3,2,3,5,1,606,4,2,61,3,2,8,2,2,4805,16177,0,Y,1,19,3,2,80,1,9,3,4,8,7,3,7
26,1,2,426,1,17,4,2,1,608,2,1,58,3,1,2,3,1,2741,22808,0,Y,2,11,3,2,80,1,8,2,2,7,7,1,0
29,0,3,232,2,19,3,6,1,611,4,2,34,3,2,5,4,1,4262,22645,4,Y,1,12,3,2,80,2,8,2,4,3,2,1,2
33,0,3,922,2,1,5,4,1,612,1,1,95,4,4,6,3,1,16184,22578,4,Y,1,19,3,3,80,1,10,2,3,6,1,0,5
31,0,3,688,3,7,3,2,1,613,3,2,44,2,3,4,4,1,11557,25291,9,Y,1,21,4,3,80,1,10,3,2,5,4,0,1
18,1,2,1306,3,5,3,3,1,614,2,2,69,3,1,9,2,3,1878,8059,1,Y,2,14,3,4,80,0,0,3,3,0,0,0,0
40,0,1,1094,3,28,3,5,1,615,3,2,58,1,3,8,1,1,10932,11373,3,Y,1,15,3,3,80,1,20,2,3,1,0,0,1
41,0,1,509,2,2,4,5,1,616,1,1,62,2,2,1,3,3,6811,2112,2,Y,2,17,3,1,80,0,10,3,3,8,7,0,7
26,0,3,775,3,29,2,4,1,618,1,2,45,3,2,8,3,1,4306,4267,5,Y,1,12,3,1,80,2,8,5,3,0,0,0,0
35,0,3,195,3,1,3,4,1,620,1,1,80,3,2,8,3,3,4859,6698,1,Y,1,16,3,4,80,0,5,3,3,5,4,0,3
34,0,3,258,3,21,4,2,1,621,4,2,74,4,2,8,4,3,5337,19921,1,Y,1,12,3,4,80,0,10,3,3,10,7,5,7
26,1,3,471,2,24,3,6,1,622,3,2,66,1,1,3,4,3,2340,23213,1,Y,2,18,3,2,80,0,1,3,1,1,0,0,0
37,0,3,799,2,1,3,6,1,623,2,1,59,3,3,5,4,3,7491,23848,4,Y,1,17,3,4,80,0,12,3,4,6,5,1,2
46,0,2,1034,2,18,1,4,1,624,1,1,86,3,3,1,3,2,10527,8984,5,Y,1,11,3,4,80,0,28,3,2,2,2,1,2
41,0,3,1276,3,2,5,2,1,625,2,1,91,3,4,4,1,2,16595,5626,7,Y,1,16,3,2,80,1,22,2,3,18,16,11,8
37,0,1,142,3,9,4,4,1,626,1,2,69,3,3,8,2,1,8834,24666,1,Y,1,13,3,4,80,1,9,6,3,9,5,7,7
52,0,3,956,2,6,2,6,1,630,4,2,78,3,2,7,1,1,5577,22087,3,Y,2,12,3,2,80,2,18,3,3,10,9,6,9
32,1,1,1474,3,11,4,5,1,631,4,2,60,4,2,8,3,2,4707,23914,8,Y,1,12,3,4,80,0,6,2,3,4,2,1,2
24,0,2,535,3,24,3,4,1,632,4,2,38,3,1,9,4,2,2400,5530,0,Y,1,13,3,3,80,2,3,3,3,2,2,2,1
38,0,3,1495,2,10,3,4,1,634,3,1,76,3,2,1,3,2,9824,22174,3,Y,1,19,3,3,80,1,18,4,3,1,0,0,0
37,0,3,446,2,1,4,2,1,635,2,1,65,3,2,5,2,2,6447,15701,6,Y,1,12,3,2,80,1,8,2,2,6,5,4,3
49,0,3,1245,2,18,4,2,1,638,4,2,58,2,5,6,3,1,19502,2125,1,Y,2,17,3,3,80,1,31,5,3,31,9,0,9
24,0,3,691,2,23,3,4,1,639,2,2,89,4,1,7,4,2,2725,21630,1,Y,2,11,3,2,80,2,6,3,3,6,5,1,4
26,0,3,703,3,28,2,3,1,641,1,2,66,3,2,8,2,2,6272,7428,1,Y,1,20,4,4,80,2,6,5,4,5,3,1,4
24,0,3,823,2,17,2,5,1,643,4,2,94,2,1,3,2,2,2127,9100,1,Y,1,21,4,4,80,1,1,2,3,1,0,0,0
50,0,2,1246,1,3,3,4,1,644,1,2,99,3,5,4,2,2,18200,7999,1,Y,1,11,3,3,80,1,32,2,3,32,5,10,7
25,0,3,622,3,13,1,4,1,645,2,2,40,3,1,9,3,2,2096,26376,1,Y,1,11,3,3,80,0,7,1,3,7,4,0,6
24,1,2,1287,2,7,3,2,1,647,1,1,55,3,1,3,3,2,2886,14168,1,Y,2,16,3,4,80,1,6,4,3,6,3,1,2
30,1,2,448,3,12,4,2,1,648,2,2,74,2,1,9,1,2,2033,14470,1,Y,1,18,3,3,80,1,1,2,4,1,0,0,0
34,0,3,254,2,1,2,2,1,649,2,2,83,2,1,7,4,2,3622,22794,1,Y,2,13,3,4,80,1,6,3,3,6,5,1,3
31,1,3,1365,3,13,4,4,1,650,2,2,46,3,2,8,1,1,4233,11512,2,Y,1,17,3,3,80,0,9,2,1,3,1,1,2
35,0,3,538,2,25,2,5,1,652,1,2,54,2,2,3,4,3,3681,14004,4,Y,1,14,3,4,80,0,9,3,3,3,2,0,2
31,0,3,525,3,6,4,4,1,653,1,2,66,4,2,8,4,1,5460,6219,4,Y,1,22,4,4,80,2,13,4,4,7,7,5,7
27,0,3,798,2,6,4,4,1,655,1,1,66,2,1,7,3,1,2187,5013,0,Y,1,12,3,3,80,2,6,5,2,5,3,0,3
37,0,3,558,3,2,3,3,1,656,4,2,75,3,2,8,3,2,9602,3010,4,Y,2,11,3,3,80,1,17,3,2,3,0,1,0
20,0,3,959,2,1,3,2,1,657,4,1,83,2,1,7,2,3,2836,11757,1,Y,1,13,3,4,80,0,1,0,4,1,0,0,0
42,0,3,622,2,2,4,2,1,659,3,1,81,3,2,1,4,2,4089,5718,1,Y,1,13,3,2,80,2,10,4,3,10,2,2,2
43,0,3,782,2,6,4,5,1,661,2,2,50,2,4,6,4,1,16627,2671,4,Y,2,14,3,3,80,1,21,3,2,1,0,0,0
38,0,3,362,2,1,1,2,1,662,3,1,43,3,1,7,1,3,2619,14561,3,Y,1,17,3,4,80,0,8,3,2,0,0,0,0
43,0,2,1001,2,9,5,4,1,663,4,2,72,3,2,3,3,1,5679,19627,3,Y,2,13,3,2,80,1,10,3,3,8,7,4,7
48,0,3,1236,2,1,4,2,1,664,4,1,40,2,4,4,1,2,15402,17997,7,Y,1,11,3,1,80,1,21,3,1,3,2,0,2
44,0,3,1112,1,1,4,2,1,665,1,1,50,2,2,2,3,3,5985,26894,4,Y,1,11,3,2,80,0,10,1,4,2,2,0,2
34,0,3,204,3,14,3,6,1,666,3,1,31,3,1,9,3,1,2579,2912,1,Y,2,18,3,4,80,2,8,3,3,8,2,0,6
27,1,3,1420,3,2,1,3,1,667,3,2,85,3,1,9,1,1,3041,16346,0,Y,1,11,3,2,80,1,5,3,3,4,3,0,2
21,0,3,1343,3,22,1,6,1,669,3,2,49,3,1,9,3,3,3447,24444,1,Y,1,11,3,3,80,0,3,2,3,3,2,1,2
44,0,3,1315,2,3,4,5,1,671,4,2,35,3,5,4,4,2,19513,9358,4,Y,2,12,3,1,80,1,26,2,4,2,2,0,1
22,0,3,604,2,6,1,4,1,675,1,2,69,3,1,7,3,2,2773,12145,0,Y,1,20,4,4,80,0,3,3,3,2,2,2,2
33,0,3,1216,3,8,4,3,1,677,3,2,39,3,2,8,3,1,7104,20431,0,Y,1,12,3,4,80,0,6,3,3,5,0,1,2
32,0,3,646,2,9,4,2,1,679,1,1,92,3,2,7,4,2,6322,18089,1,Y,2,12,3,4,80,1,6,2,2,6,4,0,5
30,0,2,160,2,3,3,4,1,680,3,1,71,3,1,7,3,1,2083,22653,1,Y,1,20,4,3,80,1,1,2,3,1,0,0,0
53,0,3,238,3,1,1,4,1,682,4,1,34,3,2,8,1,3,8381,7507,7,Y,1,20,4,4,80,0,18,2,4,14,7,8,10
34,0,3,1397,2,1,5,2,1,683,2,2,42,3,1,7,4,2,2691,7660,1,Y,1,12,3,4,80,1,10,4,2,10,9,8,8
45,1,2,306,3,26,4,2,1,684,1,1,100,3,2,8,1,2,4286,5630,2,Y,1,14,3,4,80,2,5,4,3,1,1,0,0
26,0,3,991,2,6,3,2,1,686,3,1,71,3,1,3,4,2,2659,17759,1,Y,2,13,3,3,80,1,3,2,3,3,2,0,2
37,0,3,482,2,3,3,5,1,689,3,2,36,3,3,5,3,2,9434,9606,1,Y,1,15,3,3,80,1,10,2,3,10,7,7,8
29,0,3,1176,3,3,2,4,1,690,2,1,62,3,2,8,3,2,5561,3487,1,Y,1,14,3,1,80,1,6,5,2,6,0,1,2
35,0,3,1017,2,6,4,2,1,691,2,2,82,1,2,7,4,3,6646,19368,1,Y,1,13,3,2,80,0,17,3,3,17,11,11,8
33,0,2,1296,2,6,3,2,1,692,3,2,30,3,2,1,4,1,7725,5335,3,Y,1,23,4,3,80,1,15,2,1,13,11,4,7
54,0,3,397,1,19,4,4,1,698,3,2,88,3,3,2,2,2,10725,6729,2,Y,1,15,3,3,80,1,16,1,4,9,7,7,1
36,0,3,913,2,9,2,4,1,699,2,2,48,2,2,5,2,1,8847,13934,2,Y,2,11,3,3,80,1,13,2,3,3,2,0,2
27,0,3,1115,2,3,4,4,1,700,1,2,54,2,1,7,4,3,2045,15174,0,Y,1,13,3,4,80,0,5,0,3,4,2,1,1
20,1,3,1362,2,10,1,4,1,701,4,2,32,3,1,7,3,3,1009,26999,1,Y,2,11,3,4,80,0,1,5,3,1,0,1,1
33,1,2,1076,2,3,3,2,1,702,1,2,70,3,1,7,1,3,3348,3164,1,Y,2,11,3,1,80,0,10,3,3,10,8,9,7
35,0,1,727,2,3,3,2,1,704,3,2,41,2,1,3,3,2,1281,16900,1,Y,1,18,3,3,80,2,1,3,3,1,0,0,0
23,0,3,885,2,4,3,4,1,705,1,2,58,4,1,7,1,2,2819,8544,2,Y,1,16,3,1,80,1,5,3,4,3,2,0,2
25,0,3,810,3,8,3,2,1,707,4,2,57,4,2,8,2,2,4851,15678,0,Y,1,22,4,3,80,1,4,4,3,3,2,1,2
38,0,3,243,3,7,4,3,1,709,4,1,46,2,2,8,4,3,4028,7791,0,Y,1,20,4,1,80,0,8,2,3,7,7,0,5
29,0,2,806,2,1,4,2,1,710,2,2,76,1,1,7,4,1,2720,18959,1,Y,1,18,3,4,80,1,10,5,3,10,7,2,8
48,0,3,817,3,2,1,3,1,712,2,2,56,4,2,8,2,2,8120,18597,3,Y,1,12,3,4,80,0,12,3,3,2,2,2,2
27,0,2,1410,3,3,1,4,1,714,4,1,71,4,2,8,4,1,4647,16673,1,Y,2,20,4,2,80,2,6,3,3,6,5,0,4
37,0,3,1225,2,10,2,2,1,715,4,2,80,4,1,7,4,3,4680,15232,3,Y,1,17,3,1,80,0,4,2,3,1,0,0,0
50,0,3,1207,2,28,1,4,1,716,4,2,74,4,1,3,3,2,3221,3297,1,Y,2,11,3,3,80,3,20,3,3,20,8,3,8
34,0,3,1442,2,9,3,4,1,717,4,1,46,2,3,1,2,3,8621,17654,1,Y,1,14,3,2,80,0,9,3,4,8,7,7,7
24,1,3,693,3,3,2,2,1,720,1,1,65,3,2,8,3,3,4577,24785,9,Y,1,14,3,1,80,0,4,3,3,2,2,2,0
39,0,3,408,2,2,4,6,1,721,4,1,80,2,2,1,3,3,4553,20978,1,Y,1,11,3,1,80,0,20,4,3,20,7,11,10
32,0,3,929,3,10,3,3,1,722,4,2,55,3,2,8,4,3,5396,21703,1,Y,1,12,3,4,80,0,10,2,2,10,7,0,8
50,1,2,562,3,8,2,6,1,723,2,2,50,3,2,8,3,2,6796,23452,3,Y,2,14,3,1,80,1,18,4,3,4,3,1,3
38,0,3,827,2,1,4,2,1,724,2,1,33,4,2,1,4,3,7625,19383,0,Y,1,13,3,3,80,0,10,4,2,9,7,1,8
27,0,3,608,2,1,2,2,1,725,3,1,68,3,3,5,1,2,7412,6009,1,Y,1,11,3,4,80,0,9,3,3,9,7,0,7
32,0,3,1018,2,3,2,2,1,727,3,1,39,3,3,6,4,3,11159,19373,3,Y,1,15,3,4,80,0,10,6,3,7,7,7,7
47,0,3,703,3,14,4,3,1,728,4,2,42,3,2,8,1,3,4960,11825,2,Y,1,12,3,4,80,0,20,2,3,7,7,1,7
40,0,2,580,3,5,4,2,1,729,4,2,48,2,3,8,1,2,10475,23772,5,Y,2,21,4,3,80,1,20,2,3,18,13,1,12
53,0,3,970,2,7,3,2,1,730,3,2,59,4,4,6,3,2,14814,13514,3,Y,1,19,3,3,80,0,32,3,3,5,1,1,3
41,0,3,427,1,10,4,1,1,731,2,2,73,2,5,4,4,1,19141,8861,3,Y,1,15,3,2,80,3,23,2,2,21,6,12,6
60,0,3,1179,3,16,4,3,1,732,1,2,84,3,2,8,1,3,5405,11924,8,Y,1,14,3,4,80,0,10,1,3,2,2,2,2
27,0,2,294,2,10,2,2,1,733,4,2,32,3,3,5,1,1,8793,4809,1,Y,1,21,4,3,80,2,9,4,2,9,7,1,7
41,0,3,314,1,1,3,1,1,734,4,2,59,2,5,4,3,2,19189,19562,1,Y,1,12,3,2,80,1,22,3,3,22,7,2,10
50,0,3,316,3,8,4,3,1,738,4,2,54,3,1,9,2,2,3875,9983,7,Y,1,15,3,4,80,1,4,2,3,2,2,2,2
28,1,3,654,2,1,2,2,1,741,1,1,67,1,1,7,2,3,2216,3872,7,Y,2,13,3,4,80,0,10,4,3,7,7,3,7
36,0,1,427,2,8,3,2,1,742,1,1,63,4,3,6,1,2,11713,20335,9,Y,1,14,3,1,80,1,10,2,3,8,7,0,5
38,0,3,168,2,1,3,2,1,743,3,1,81,3,3,5,3,3,7861,15397,4,Y,2,14,3,4,80,0,10,4,4,1,0,0,0
44,0,1,381,2,24,3,4,1,744,1,2,49,1,1,3,3,3,3708,2104,2,Y,1,14,3,3,80,0,9,5,3,5,2,1,4
47,0,2,217,3,3,3,4,1,746,4,1,49,3,4,8,3,1,13770,10225,9,Y,2,12,3,4,80,2,28,2,2,22,2,11,13
30,0,3,501,3,27,5,3,1,747,3,2,99,3,2,8,4,1,5304,25275,7,Y,1,23,4,4,80,1,10,2,2,8,7,7,7
29,0,3,1396,3,10,3,2,1,749,3,2,99,3,1,9,3,3,2642,2755,1,Y,1,11,3,3,80,0,1,6,3,1,0,0,0
42,1,2,933,2,19,3,4,1,752,3,2,57,4,1,7,3,1,2759,20366,6,Y,2,12,3,4,80,0,7,2,3,2,2,2,2
43,0,2,775,3,15,3,2,1,754,4,2,47,2,2,8,4,2,6804,23683,3,Y,1,18,3,3,80,1,7,5,3,2,2,2,2
34,0,3,970,2,8,2,4,1,757,2,1,96,3,2,1,3,3,6142,7360,3,Y,1,11,3,4,80,0,10,2,3,5,1,4,3
23,0,3,650,2,9,1,4,1,758,2,2,37,3,1,3,1,2,2500,4344,1,Y,1,14,3,4,80,1,5,2,4,4,3,0,2
39,0,3,141,1,3,3,1,1,760,3,1,44,4,2,2,2,2,6389,18767,9,Y,1,15,3,3,80,1,12,3,1,8,3,3,6
56,0,3,832,2,9,3,4,1,762,3,2,81,3,4,1,4,2,11103,20420,7,Y,1,11,3,3,80,0,30,1,2,10,7,1,1
40,0,3,804,2,2,1,4,1,763,4,1,86,2,1,7,4,3,2342,22929,0,Y,2,20,4,4,80,0,5,2,2,4,2,2,3
27,0,3,975,2,7,3,4,1,764,4,1,55,2,2,1,1,3,6811,23398,8,Y,1,19,3,1,80,0,9,2,1,7,6,0,7
29,0,3,1090,3,10,3,3,1,766,4,2,83,3,1,9,2,1,2297,17967,1,Y,1,14,3,4,80,2,2,2,3,2,2,2,2
53,0,3,346,2,6,3,2,1,769,4,2,86,3,2,3,4,3,2450,10919,2,Y,1,17,3,4,80,0,19,4,3,2,2,2,2
